pieza;descripcion;precio;unidad
BPB-035-BHA-2020-ZO;"Rod. de Agujas = 1""1/4x1""5/8x1""1/4";1.008008;Unidades
BPB-035-BHA-2020-ZO;Rod.de Agujas;1.080433;Unidades
BPB-035-HK-1412;Rod. de Agujas = 14x20x12;0.220002;Unidades
BPB-035-HK-2526;Rod. de Agujas = 25x32x26;0.647214;Unidades
BPB-035-HK-3016;Rod. de Agujas = 30x37x16;0.70903;Unidades
BPB-035-HK-3020;Rod. de Agujas;0.697995;Unidades
BPB-035-HK-3038;Rod. de Agujas = 30x37x38;0.910302;Unidades
BPB-035-HK-5520;Rod. de Agujas;1.463993;Unidades
BPB-035-HN-2820;Rod. de Agujas;0.650027;Unidades
BPB-035-IR-22-28-30;Buje 22x28x30;0.960008;Unidades
BPB-035-IR-25-29-30;Buje 25x29x30;0.830007;Unidades
BPB-035-K25X33X20;Conjunto de rodillos de agujas y jaula;0.69816;Unidades
BPB-035-NA-4905;ROD.DE AGUJAS;1.756995;Unidades
BPB-035-NA4906-2RS;RODAMIENTO DE AGUJAS;1.789998;Unidades
BPB-035-NAV-4009;Needle roller bearing with inner ring;3.650012;Unidades
BPB-035-NAV-4011;Needle roller bearing with inner ring;4.739408;Unidades
BPB-035-NAV-4911;Needle roller bearing with inner ring;4.780007;Unidades
BPB-035-NFS30;ROD. ANTIRETROCESO;36.499964;Unidades
BPB-035-NJ-208;Rod. Rodillos Cilindricos.;2.729987;Unidades
BPB-035-NJ-2205;Rod.rodillos cilindricos;2.864998;Unidades
BPB-035-NJ-2209;ROD.DE ROD.CILINDRIC;9.360819;Unidades
BPB-035-NJ-2209-ECPC;Rod. Jaula Nylon;3.950004;Unidades
BPB-035-NK-2216;ROD. AGUJAS;1.149999;Unidades
BPB-035-NK-2416;ROD. AGUJAS;1.229999;Unidades
BPB-035-NK-2520;Rod. de Agujas = 25x33x20;1.470012;Unidades
BPB-035-NK-2830;Rod. de Agujas = 28x37x30;1.720014;Unidades
BPB-035-NK-2920;Rod. de Agujas = 29x38x20;1.809994;Unidades
BPB-035-NK-2930;Rod. de Agujas = 29x38x30;1.530012;Unidades
BPB-035-NK-3220;Rod de Agujas;1.760002;Unidades
BPB-035-NK-3230;Rod. de Agujas = 32x42x30;1.670554;Unidades
BPB-035-NK-3820;Rod. de Agujas = 38x48x20;1.420066;Unidades
BPB-035-NK-3820;Rod.de agujas;1.639999;Unidades
BPB-035-NK-4230;ROD. AGUJAS;1.629998;Unidades
BPB-035-NK-4520;Rod. de Agujas = 45x55x20;1.730014;Unidades
BPB-035-NK-5025;Rod. de Agujas = 50x62x25;2.860023;Unidades
BPB-035-NKI-2020;Rod. de Agujas = 20x32x20;1.430474;Unidades
BPB-035-NKI-2520;Rod. de Agujas = 25x38x20;1.53099;Unidades
BPB-035-NTR1613-2DBL;BUJE A RODILLOS CORRIDOS;2.820005;Unidades
BPB-035-NUP-203-EM;ROD.RODILLOS CILINDRICOS;2.239999;Unidades
BPB-035-NUP-206;Rod. de Rodilos Cilindricos;3.659963;Unidades
BPB-035-RNA-6904;Rod. de Agujas = 25x37x30;1.569994;Unidades
BPB-035-RNA-6905;Rod. de Agujas = 30x42x30;1.980007;Unidades
BPB-035-RNA69/28;Rod de Agujas = 32x45x30;2.97;Unidades
BPB-035-RNB3X15-A1;RODILLO Ø3X15 mm de largo sin HT;0.0058;Unidades
BPB-035-SS-BHA-1612;Rod. de Agujas;1.12;Unidades
BPB-035-SS-BHA-2020;Rod. Agujas;1.686;Unidades
BPB-035-TA-3820;Rod. de Agujas;1.260052;Unidades
BPB-035-YB-1816;"Rod. de Agujas = 1""1/8x1""3/8x1""";0.760006;Unidades
BPB-035-YB-3216;Rod. de Agujas;1.779997;Unidades
BPB-035-YB-3216;"Rod. de Agujas = 2""x2""3/8x1""";1.660013;Unidades
BPB-036-WB1630085-10;Water pump bearing;1.319999;Unidades
BPB-037-1-1/4-11-BSP;1 1/4-11 BSP HSS MACHO;9.99999;Unidades
BPB-037-130-303;Digital height Gauge with Double Datum Surfaces 0--300mm;97.099803;Unidades
BPB-037-161-105;Vernier height gauge 0--500mm;77.199843;Unidades
BPB-037-3/16-G10;BOLITAS 3/16;0.010256;Unidades
BPB-037-303A;Infrared Thermometer;21.400038;Unidades
BPB-037-30X20X2MM;ESTRUCTURAL 30 X 20 X 2MM;2.377995;Metros
BPB-037-440B-1.5;CHAPA INOXIDABLE AISI440B- 1.5MM;503.596853;Unidades
BPB-037-521-112;Control marble 1000*750*150, Grade 00 precision;287.889416;Unidades
BPB-037-52100Ø22.2;REDONDO SAE52100 - Ø 22.2MM;85.274126;Metros
BPB-037-5717-00-8541;CAJA REDUCTORA;449.99955;Unidades
BPB-037-59501-04-D;JE ROSCADO DERECHOE MAZA AG59501;1.13895;Unidades
BPB-037-59501-04-I;EE ROSCADO IZQUIERDO DE MAZA AG59501;1.13895;Unidades
BPB-037-609010;CUERPO PRINCIPAL DISTRIBUIDOR CLIC - BRUTO;23.559146;Unidades
BPB-037-609011;Tapa Dosificador de Semilla - BRUTO;17.879352;Unidades
BPB-037-81210;Rod. Axial de rod. cilindricos = 50x78x22;5.409966;Unidades
BPB-037-81212;Rod. Axial de rod. cilindricos = 60x95x26;7.859951;Unidades
BPB-037-AG590026-4-A;SELLO MECANICO;0.782715;Unidades
BPB-037-AISI-304-1.5;CHAPA INOXIDABLE AISI 304 - 1.5MM;15.10488;Unidades
BPB-037-AISI304ESP-1;CHAPA AISI 304 3000 X 1500 X 1;172.20526;Unidades
BPB-037-AISI304Ø12;REDONDO AISI304 - Ø12MM;6.361013;Metros
BPB-037-AISI316LØ40;Redondo AISI316LØ40;94.624562;Metros
BPB-037-AL6061;PLANCHA DE ALUMINIO AISI 6061;16.923962;Kilogramos
BPB-037-ALEMIT1/4X28;ALEMITE RECTO ROSCA 1/4X2/ UNF;0.077307;Unidades
BPB-037-ALEMIT6x1x8;ALEMITE RECTO ROSCA 6x1x8mm;0.079557;Unidades
BPB-037-ALLEN8X1.25;TORNILLO ALLEN 8 X 1.25;0.069743;Unidades
BPB-037-ARAPZ5/16;"ARANDELA PLANA ZINCADA 5/16""";0.02046;Unidades
BPB-037-ATL-1206;LIMITADOR DE TORQUE;44.000352;Unidades
BPB-037-ATL-X000-03;PESTILLO - LIMITADOR DE TORQUE;0.489977;Unidades
BPB-037-B2001;Conveyor Roller Bearing;0.851011;Unidades
BPB-037-BP-12011-03;BUJE ESFERICO ESTRIADO;0.050141;Unidades
BPB-037-BP-12011-A3;BUJE ESFERICO PRE-ESTRIADO;1.378688;Unidades
BPB-037-BP-12011-B3;BUJE ESFERICO ESTRIADO PRE-TRATAMIENTO TERMICO;0.050623;Unidades
BPB-037-BP-12011-BD;Soporte Rolo Derecho MDD-100;2.44002;Unidades
BPB-037-BP-12011-BD2;Soporte Rolo Derecho MDD-200;2.989887;Unidades
BPB-037-BP-12011-BI;Soporte Rolo Izquierdo MDD-100;2.44002;Unidades
BPB-037-BP-12011-BI2;Soporte Rolo Izquierdo MDD-200;2.989887;Unidades
BPB-037-BP-16006;RASCADOR DE MATERIAL SAE8620;0.003562;Unidades
BPB-037-BP-16007;RASCADOR DE MATERIAL AISI 420;0.143477;Unidades
BPB-037-BP-16007-A;PTT RASCADOR DE MATERIAL AISI 420;0.254566;Unidades
BPB-037-BP-17007;PERNO COD 105892;0.0132;Unidades
BPB-037-BP-17010;ACOPLE RAPIDO;5.548846;Unidades
BPB-037-BP-17010-05;DESARROLLO PLANCHUELA ACOPLE RAPIDO;0.098141;Unidades
BPB-037-BP-17011-02;PISTA PORTA PALILLO TERMINADA;0.29426;Unidades
BPB-037-BP-17011-03;PLACA CUBRE RODILLO ANTI-RETROCESO;0.625485;Unidades
BPB-037-BP-17011-B2;PISTA PORTA PALILLOS MECANIZADA CON CHAVETA;1.61205;Unidades
BPB-037-BP-18002;Guia lineal Z. 3 mts;109.057236;Unidades
BPB-037-BP-18018-A2;CORTE PARA SOPORTE;1.16883;Unidades
BPB-037-BP-18018-BD;Soporte Derecho;4.240055;Unidades
BPB-037-BP-18018-BI;Soporte Izquierdo;4.240055;Unidades
BPB-037-BP-18019-D;Espiral Rolo Derecho;11.24036;Unidades
BPB-037-BP-18019-I;Espiral Rolo Izquierdo;11.24036;Unidades
BPB-037-BP-18020;Rodamiento Patin. Eje Z;88.000704;Unidades
BPB-037-BP-19004;Arandela de Suplemento 59.5 x 89.5 x 2.8;0.250002;Unidades
BPB-037-BP-19007;Ball Transfer Units;0.300002;Unidades
BPB-037-BP-20001-01;EJE ENGRANADO;2.259986;Unidades
BPB-037-BP-20001-02;BUJE HEXAGONAL;0.809495;Unidades
BPB-037-BP-20001-03;BUJE DE BRONCE CON RANURAS;0.161899;Unidades
BPB-037-BP-20001-04;BUJE DE BRONCE;0.161899;Unidades
BPB-037-BP-20001-05;BUJE FRENANTE;0.242898;Unidades
BPB-037-BP-KM-25;BUJE GRILON;2.378656;Unidades
BPB-037-BP17010-04A;DESARROLLO PLANCHUELA ACOPLE RAPIDO;0.672264;Unidades
BPB-037-BR-KM-25;BUJE SAE;2.603664;Unidades
BPB-037-CAGE207-27;207 NYLON CAGE;0.104413;Unidades
BPB-037-CAGE5209;CAGE 5209;0.339719;Unidades
BPB-037-CAZ-ME9;CAZOLETA MITSUBISHI EVO IX;52.199917;Unidades
BPB-037-CB6203-1450B;TUBO MECANIZADO A MEDIDA FINAL PINTADO;2.81325;Unidades
BPB-037-CF204-01-B1;ARO EXTERIOR MECANIZADO CON TRATAMIENTO TERMICO;1.187374;Unidades
BPB-037-CF204-02-B1;EJE MECANIZADO CON TRATAMIENTO TERMICO;1.187399;Unidades
BPB-037-CF5202-01-A1;ARO EXTERIOR VULCANIZADO;0.097271;Unidades
BPB-037-CF5202-02-B1;EJE MECANIZADO CON TRATAMIENTO TERMICO;0.483739;Unidades
BPB-037-CHAPA-N14;CHAPA NEGRA nº 14 - 2MM;25.650093;Metros Cuadrados
BPB-037-DIN-471-20;ANILLO SEEGER 471-20;0.076422;Unidades
BPB-037-DIN-471.28;ANILLO SEGER 471-28;0.2673;Unidades
BPB-037-DIN-471.60M;Anillo Seeger 471-60;0.089998;Unidades
BPB-037-DIN-472-40;ANILLO SEEGER 472-40;0.849995;Unidades
BPB-037-DIN-472-47;ANILLO SEEGER 472-47;0.186357;Unidades
BPB-037-DIN-472-65;ANILLO SEEGER 472-65;0.960329;Unidades
BPB-037-DIN-472-75;Anillo Seeger 472-75;0.330015;Unidades
BPB-037-F490MGL02;SOPORTE CALIPER MONOPATIN;0.316717;Unidades
BPB-037-GU6008;RETEN AXIAL;0.16;Unidades
BPB-037-HS13B3C-12TN;"EJE 12 Tn/ 1820 - 8"" MAZA DISCO";674.200108;Unidades
BPB-037-IR-6905-FR;FINISHED RACEWAY;0.112104;Unidades
BPB-037-KM-04;Tuerca de bloqueo M20x1;0.548222;Unidades
BPB-037-KM-05;Tuerca de bloqueo M25x1.5;0.641824;Unidades
BPB-037-KM-08;Tuerca de bloqueo M40x1.5;1.08901;Unidades
BPB-037-KM-10;Tuerca de bloqueo M50x1.5;0.729999;Unidades
BPB-037-KM-16;Tuerca de bloqueo M80x2;3.728352;Unidades
BPB-037-KM-8;NO USAR;2.768896;Unidades
BPB-037-LEAF-CHAIR;PVC-RATTAN-CHAIR;229.998528;Unidades
BPB-037-LITTLE-TABLE;MESA;70.000042;Unidades
BPB-037-MB-04;Arandela de seguridad;0.060914;Unidades
BPB-037-MB-05;Arandela de seguridad;0.0713;Unidades
BPB-037-MB-08;Arandela de seguridad;0.055;Unidades
BPB-037-MB-16;ARANDELA;1.729997;Unidades
BPB-037-MP81100;Caja Maicero MP81100;346.000951;Unidades
BPB-037-OR-6905-FR;FINISHED RACEWAY;0.138695;Unidades
BPB-037-PORCELAIN;PORCELAIN;14.00028;Unidades
BPB-037-PRISI-6x1x10;PRISIONERO 6x1x10;0.083377;Unidades
BPB-037-PRISI-6x1x8;PRISIONERO 6x1x8;0.068721;Unidades
BPB-037-PRISI-M8X50;PRISIONESRO A. INOXIDABLE M8x50MM;2.467975;Unidades
BPB-037-RET/SET-6905;CANASTO 6905;0.021892;Unidades
BPB-037-RNB1/4X1/2;RODILLO Ø1/4XLARGO 1/2;0.02;Unidades
BPB-037-RNB1/4X3/4;RODILLO Ø1/4XLARGO 3/4;0.022494;Unidades
BPB-037-RNB1/4X5/8;RODILLO Ø1/4XLARGO 5/8;0.019202;Unidades
BPB-037-RNB4-5X12;RODILLO Ø4.5 X LARGO 12mm;0.016596;Unidades
BPB-037-RNB6X12;RODILLO Ø6X12mm;0.01161;Unidades
BPB-037-RNB6X16;RODILLO Ø 6X16mm;0.034001;Unidades
BPB-037-RODILLO-1450;"Caño Estr. 1 7/8"" x 1450mm - e=1.6mm";8.18064;Unidades
BPB-037-RS-6202-BLUE;SELLOS RS-6202;0.015399;Unidades
BPB-037-RS-6204-BLUE;SELLO RS-6204;0.02099;Unidades
BPB-037-SAE1010Ø21.3;TUBO REDONDO SAE1010 - Ø 21.3MM;6.57156;Metros
BPB-037-SAE1045;Rectangular 25.4 x 50.8 SAE1045;20.118948;Metros
BPB-037-SAE1045Ø140;REDONDO SAE1045 - Ø140MM;455.543004;Metros
BPB-037-SAE1045Ø25.4;REDONDO SA1045 - Ø 25.45MM;6.908431;Metros
BPB-037-SAE1045Ø31.7;ACERO REDONDO SAE1045 Ø 31.75 TREFILADO;13.592671;Metros
BPB-037-SAE1045Ø40;REDONDO SAE1045 - Ø 40MM;15.81863;Metros
BPB-037-SAE1045Ø41.3;REDONDO SAE1045 - Ø41.3MM;34.185125;Metros
BPB-037-SAE4140Ø15.8;REDONDO SAE4140 - Ø15.8MM;4.254133;Metros
BPB-037-SAE4140Ø60.3;REDONDO SAE4140 - Ø 60.3 MM;45.373398;Metros
BPB-037-SAE4140Ø95;REDONDO SAE4140 - Ø 95 MM;132.397371;Metros
BPB-037-SAE52100Ø25;REDONDO SAE 52100 - Ø 25MM;42.8736;Metros
BPB-037-SAE52100Ø38;Redondo SAE52100 Ø38.1;136.866299;Metros
BPB-037-SAE52100Ø47.;REDONDO SAE 52100 - Ø47.6MM;10.014774;Metros
BPB-037-SAE52100Ø50;Redondo SAE 52100 Ø50mm;154.154847;Metros
BPB-037-SAE52100Ø55;REDONDO SAE52100 - Ø55MM;135.270633;Metros
BPB-037-SAE52100Ø57;REDONDO SAE52100 - Ø57MM;165.459651;Metros
BPB-037-SAE52100Ø63.;REDONDO SAE52100 Ø63.5MM;257.614692;Metros
BPB-037-SAE52100Ø70;Redondo SAE52100 Ø70mm;311.813213;Metros
BPB-037-SAE8620Ø101.;REDONDO SAE8620 - Ø101.6MM;301.47681;Metros
BPB-037-SAE8620Ø15.8;REDONDO SAE8620 Ø 15.8MM;5.639755;Metros
BPB-037-SAE8620Ø22.2;REDONDO SAE8620 - Ø22.2MM;7.300042;Metros
BPB-037-SAE8620Ø50.8;REDONDO SAE8620 - Ø50.8mm;75.983941;Metros
BPB-037-SAE8620Ø54;REDONDO SAE8620 - Ø54MM;61.095319;Metros
BPB-037-SAE8620Ø63.5;REDONDO SAE8620 - Ø63.5mm;118.28428;Metros
BPB-037-SP-40;ANILLO DE RETENCION DIN 5417;0.332007;Unidades
BPB-037-SP-80;ANILLO DE RETENCION DIN 5417;0.375398;Unidades
BPB-037-SS12-BK-RD;Racing seat black with red;80.799919;Unidades
BPB-037-SS2-BK;Racing seat black;62.999937;Unidades
BPB-037-SUP-ENG-08;SUPLEMENTO PARA ENGRANAJE DE MANDO;0.241935;Unidades
BPB-037-SUPL.140X180;Arandela de Suplemento Inox. 140 x 180 x 0.2;1.119009;Unidades
BPB-037-T-A-M04X5-20;TORNILLO ALLEN M 0.4X0.5X20;0.053738;Unidades
BPB-037-T-A-M05X1-25;TORNILLO ALLEN M 0.5 X 1 X 25;0.058411;Unidades
BPB-037-TAUT8X1.25;TUERCA HEXAGONAL AUTOFRENANTE 8 x 1.25;0.024447;Unidades
BPB-037-TO8X20-CT;Tuerca autofrenante 8 x 1.25 con Arandela;0.027634;Unidades
BPB-037-UPN40X20;Perfil UPN 40 x 20 x 5;3.866128;Metros
BPB-037-Z-6203;SELLO Z-6203;0.011002;Unidades
BPB-037-ZEGGER472-42;ARO ZEGGER;1.173989;Unidades
BPB-037-ZEGGER472-47;ARO ZEGGER Ø47;0.407323;Unidades
BPB-037-ZERK-PS-18;Grease fitting with plastic caps HCFS211-32SP;0.025;Unidades
BPB-037-ZF-1/4-28UNF;ALEMITE;0.042;Unidades
BPB-037-ZMT-36;SET de MONTAJE;94.499905;Unidades
BPB-040-1205;Rod. de Bolas a Rotulas;0.938006;Unidades
BPB-040-1206;Rod. Bolas a Rotulas;1.05;Unidades
BPB-040-1207;Rod. Bolas a Rotula = 35x72x17;1.5;Unidades
BPB-040-1208-K;Rod. Bolas a Rotula - Eje conico = 40x80x18;1.8;Unidades
BPB-040-1209;Rod. Bolas a Rotula;5.777781;Unidades
BPB-040-1209-K;Rod. Bolas a Rotula - Eje conico = 45x85x19;2.063007;Unidades
BPB-040-1210;Rod. Bolas a Rotula = 50x90x20;2.543586;Unidades
BPB-040-1211;Rod. bolas a Rotulas;2.910982;Unidades
BPB-040-1305;Rod. Bolas a Rotulas;2.573544;Unidades
BPB-040-1306;Rod. Bolas a Rotula = 30x72x19;2.052104;Unidades
BPB-040-1307;Rod. de bolas a Rotulas;2.537001;Unidades
BPB-040-1309;Rod. Bolas a Rotula = 45x100x25;4.177891;Unidades
BPB-040-1310;Rod. de Bolas a Rotulas;10.395627;Unidades
BPB-040-1310-K;Rod. Bolas a Rotula - Eje conico = 50x110x27;5.834001;Unidades
BPB-040-1312;Rod. Bolas a Rotula = 60x130x31;7.3114;Unidades
BPB-040-2200;Rod. Bolas a Rotulas;0.8494;Unidades
BPB-040-2202;Rod. Bolas a Rotula = 15x35x14;1.055398;Unidades
BPB-040-2204;Rod. Bolas a Rotula = 20x47x18;1.170497;Unidades
BPB-040-2204-2RS;Rod. bolas a rotula;2.84977;Unidades
BPB-040-2205;Rod. Bolas a rotulas;1.567989;Unidades
BPB-040-2206;Rod. Bolas a Rotulas;1.613006;Unidades
BPB-040-2207;Rod. Bolas a Rotula = 35x72x23;1.93919;Unidades
BPB-040-2208;Rod. Bolas a Rotula = 40x80x23;2.438007;Unidades
BPB-040-2208-K;Rod. de Bolas a Rotulas;0.572337;Unidades
BPB-040-2209;Rod. Bolas a Rotula = 45x85x23;15.464308;Unidades
BPB-040-2210;Rod. Bolas a Rotula = 50x90x23;3.282496;Unidades
BPB-040-3209;Doble hilera de bolas;5;Unidades
BPB-040-3209-2RS;Doble Hilera contacto angular = 45x85x30.2;4.184018;Unidades
BPB-040-3214;Doble Hilera contacto angular = 70x125x39.7;11.682002;Unidades
BPB-040-3215;Doble Hilera contacto angular = 75x130x41.3;14.114027;Unidades
BPB-040-51102;Rod. Axial de Bolas = 15x28x9;0.340001;Unidades
BPB-040-51103;Rod. Axial de Bolas = 17x30x9;0.329998;Unidades
BPB-040-51104;Rod. Axial de Bolas = 20x35x10;0.340011;Unidades
BPB-040-51105;Rod. Axial de Bolas = 25x42x11;0.409998;Unidades
BPB-040-51109;Rod. Axial de Bolas = 45x65x14;0.930002;Unidades
BPB-040-51110;Rod. Axial de Bolas = 50x70x14;0.959994;Unidades
BPB-040-51111;Rod. Axial de Bolas = 55x78x16;1.389013;Unidades
BPB-040-51112;Rod. Axial de Bolas = 60x85x17;1.56;Unidades
BPB-040-51113;Rod. Axial de Bolas = 65x90x18;1.290007;Unidades
BPB-040-51114;Rod. Axial de Bolas = 70x95x18;1.59999;Unidades
BPB-040-51115;Rod. Axial de Bolas = 75x100x19;1.799989;Unidades
BPB-040-51116;Rod. Axial de Bolas = 80x105x19;2.380005;Unidades
BPB-040-51117;Rod. Axial de Bolas = 85x110x19;2.800006;Unidades
BPB-040-51204;Rod. Axial de Bolas = 20x40x14;0.599643;Unidades
BPB-040-51205;Rod. Axial de Bolas = 25x47x15;0.720002;Unidades
BPB-040-51208;Rod. Axial de Bolas = 40x68x19;1.430003;Unidades
BPB-040-51210;Rod. Axial de Bolas = 50x78x22;1.860004;Unidades
BPB-040-51211;Rod. Axial de Bolas = 55x90x25;2.419032;Unidades
BPB-040-51214;Rod. Axial de Bolas = 70x105x27;3.280007;Unidades
BPB-040-51215;Rod. Axial de Bolas = 75x110x27;4.559995;Unidades
BPB-040-51217;Rod. Axial de Bolas = 85x125x31;5.119956;Unidades
BPB-040-51310;Crapodina;3.139945;Unidades
BPB-040-5203-2RS;Doble Hilera = 17x40x17.46;1.639999;Unidades
BPB-040-5207-2RS;Doble Hilera = 35x72x27;3.060007;Unidades
BPB-040-5210-2RS-C3;Doble Hilera = 50x90x30.16;5.258426;Unidades
BPB-040-5211-2RST;Doble Hilera = 55x100x33.34;8.059991;Unidades
BPB-040-7207-B;Rod. Contacto Angular = 35x72x17;10.605057;Unidades
BPB-040-7207-B-TN;Rod. Contacto Angular = 35x72x17;1.598013;Unidades
BPB-040-7209-B-TN;Rod. Contacto Angular = 45x85x19;2.47502;Unidades
BPB-040-7209-TN;ROD.CONTACTO ANGULAR;6.617201;Unidades
BPB-040-BP-12005;ROD.RADIAL DE BOLAS DE ACERO INOX. C-5;119.733214;Unidades
BPB-040-MG-206-RR3;CAM FOLLOWER CONT ANGULAR;4.19832;Unidades
BPB-040-MG-5306-KRR3;Rodamiento Doble Cataforesis-TTS;4.880244;Unidades
"BPB-040-P18X1""-DOBLE";"P18X1"" DOBLE";38.88528;Unidades
"BPB-040-P21X1""-DOBLE";"P21X1""-DOBLE";53.46726;Unidades
BPB-040-TT010;RODAMIENTO RODILLOS CONICOS;8.555878;Unidades
BPB-040-UC-208;ROD.AUTOCENTRANTE;7.038822;Unidades
BPB-041-1311;Rod. Bolas a Rotula = 55x120x29;4.528008;Unidades
BPB-041-1311-K;Rod. Bolas a Rotula - Eje conico = 55x120x29;4.774995;Unidades
BPB-041-16006;Rod. Rigido de Bolas;0.545509;Unidades
BPB-041-1604-ZZ;"1604 = 3/8""x7/8""x9/32""";0.256005;Unidades
BPB-041-1607-ZZ;"1607 = 7/16""x19/32""x5/16""";0.26701;Unidades
BPB-041-1621-2RS;"1621 = 1/2""x1""3/8x7/16""";0.370057;Unidades
BPB-041-1635-2RLD;"1635 = 3/4""x1""3/4x1/2""";1.045022;Unidades
BPB-041-1635-2RS;"1635 = 3/4""x1""3/4x1/2""";0.809997;Unidades
BPB-041-3308-2RS;Doble hilera contacto angular = 40x90x36.5;5.280986;Unidades
BPB-041-5206-2RS;Rod. rigido de bolas;3.896199;Unidades
BPB-041-5206-2RST;Rod. Rigido de Bolas;2.949997;Unidades
BPB-041-5207;Doble Hilera = 35x72x27;2.305006;Unidades
BPB-041-5208-2RS;ROD.DOBLE HILERA DE BOLAS;17.789893;Unidades
BPB-041-5210-2RST;Rod. Doble Hilera de Bolas;8.219992;Unidades
BPB-041-5210-2RST-C3;Rod. Doble hilera de bolas;4.778003;Unidades
BPB-041-5212-2RS;Rod.doble hilera de bola;0.499999;Unidades
BPB-041-5307-2RS-C3;Doble Hilera = 35x80x34.92;4.312034;Unidades
BPB-041-6000-2RLD;Rod. Rigido de Bolas;0.813564;Unidades
BPB-041-6001-2RLD;Rod. Rigido de Bolas;0.257993;Unidades
BPB-041-6003;6003 = 17x35x10;0.9519;Unidades
BPB-041-6003-2RLD;Rod. Rigido de Bolas;0.314005;Unidades
BPB-041-6003-2RST;Rod. Rigido de Bolas;0.418;Unidades
BPB-041-6004-2RLD-C3;ROD.RIGIDO DE BOLAS;0.348989;Unidades
BPB-041-6004-2RLD076;ROD.RIGIDO DE BOLAS;0.88;Unidades
BPB-041-6004-2RST;Rod. Rigido de Bolas;0.523994;Unidades
BPB-041-6004-2RST-C3;Rod.Rigido de Bolas;0.287998;Unidades
BPB-041-6005-2RLD-C3;6005-2RLD232-ROLAMENTO RIGIDO DE BOLAS;0.909878;Unidades
BPB-041-6005-2RLD1C3;ROD. RIGIDO DE BOLAS;0.421989;Unidades
BPB-041-6005-2RST;ROD.RIGIDO DE BOLAS;0.397004;Unidades
BPB-041-6005-C3-DEV;ROD.RIGIDO DE BOLAS CON BORE MECANIZADO;2.210463;Unidades
BPB-041-6005-ZZ;Radial ball bearing;0.344589;Unidades
BPB-041-6006;Rod. Rigido de Bolas;1.975785;Unidades
BPB-041-6006-2RLD2C3;6006-2RLD202-RODAMIENTO TENSOR;1.01;Unidades
BPB-041-6006-2RST-M;Rod. Rigido de Bolas;0.730001;Unidades
BPB-041-6007;6007 = 35x62x14;1.871953;Unidades
BPB-041-6007-2RLD1N;6007 W/GROOVE;0.830994;Unidades
BPB-041-6007-2RS;RAD. RIGIDO DE BOLAS;2.898584;Unidades
BPB-041-6007-2RST;Rod. Rigido de Bolas;1.279997;Unidades
BPB-041-6008-2RST;6008 = 40x68x15;1.107003;Unidades
BPB-041-6009;6009 = 45x75x16;2.140667;Unidades
BPB-041-6009;Rod. Rigido de Bolas;2.447823;Unidades
BPB-041-6010;6010 = 50x80x16;1.220013;Unidades
BPB-041-6010-2RLD;6010 = 50x80x16;0.920992;Unidades
BPB-041-6010-2RST;Rod. Rigido de Bolas;1.032003;Unidades
BPB-041-6010-2RST-C3;Radial Ball Bearing C3;1.612014;Unidades
BPB-041-6011;Rod. Rigido de Bolas;5.725144;Unidades
BPB-041-6011-2RS;Rod. Rigido de Bolas;1.511989;Unidades
BPB-041-6012;6012 = 60x95x18;1.411989;Unidades
BPB-041-6012-2RS;Rod. Rigido de Bolas;1.655994;Unidades
BPB-041-6013;Rod. Rigido de Bolas;0.073104;Unidades
BPB-041-6013-2RS;Rod. Rigido de Bolas;1.8839;Unidades
BPB-041-6013-2RS-22;Rod. Rigido de Bolas Bombe;38.669163;Unidades
BPB-041-6013-2RS-C3;Rod-Rigido de Bolas;2.280998;Unidades
BPB-041-6013-2RST-22;6013 = 65x100x18 Lomo Bombe;4.43003;Unidades
BPB-041-6014;Rod. Rigido de Bolas;2.000001;Unidades
BPB-041-6014-2RS;6014 = 70x110x20;3.039998;Unidades
BPB-041-6015-2RS;Rod. Rigido de Bolas;2.329994;Unidades
BPB-041-6016-2RS;6016 = 80x125x22;5.029993;Unidades
BPB-041-6018-2RS;Rod. Rigido de Bolas;6.359903;Unidades
BPB-041-6019-2RS;6019 = 95x145x24;5.599994;Unidades
BPB-041-6020-2RS;Rod. Rigido de Bolas;7;Unidades
BPB-041-6026-2RS;Rod. Rigido de Bolas;83.872513;Unidades
BPB-041-6028;Rod. Rigido de Bolas;12.1784;Unidades
BPB-041-607-2RS;607 = 7x19x6;0.199;Unidades
BPB-041-607-ZZ;607 = 7x19x6;0.216098;Unidades
BPB-041-607-ZZ-C;Carbon Steel;0.119005;Unidades
BPB-041-608;P6 Nylon cage C5;0.232499;Unidades
BPB-041-608-2RLD;Rod. Rigido de Bolas;0.18;Unidades
BPB-041-608-2RS;608 = 8x22x7;0.19;Unidades
BPB-041-608-ZZ;608 = 8x22x7;0.218934;Unidades
BPB-041-608-ZZ-C;Carbon Steel;0.119005;Unidades
BPB-041-608-ZZ1C3;ROD. RIGIDO DE BOLAS;0.12;Unidades
BPB-041-609-2RLD;609 = 9x24x7;0.244927;Unidades
BPB-041-609-ZZ;609 = 9x24x7;0.239928;Unidades
BPB-041-617-3-ZZ;Radial ball bearing;0.230002;Unidades
BPB-041-61910-2RS;Rod. Rigido de Bolas;4.109036;Unidades
BPB-041-61916-2RS-C3;Rod.Rigido de Bolas;4.944011;Unidades
BPB-041-6200-2RLD;Rod. Rigido de Bolas;0.281989;Unidades
BPB-041-6201-2RLD;ROD.RIGIDO DE BOLAS;0.591204;Unidades
